ma,BR
0.0,4.982863514647316e-11
0.007456140350877188,4.701851489299866e-11
0.00789473684210526,4.701851489299866e-11
0.008333333333333331,4.701851489299866e-11
0.008771929824561403,4.701851489299866e-11
0.009210526315789468,4.701851489299866e-11
0.01008771929824561,4.61174776770827e-11
0.010526315789473682,4.61174776770827e-11
0.010964912280701754,4.61174776770827e-11
0.011403508771929825,4.61174776770827e-11
0.011842105263157897,4.567345502008765e-11
0.012280701754385968,4.5233707447721145e-11
0.012719298245614026,4.5233707447721145e-11
0.013157894736842098,4.5233707447721145e-11
0.01359649122807017,4.479819379913617e-11
0.01403508771929824,4.436687330978625e-11
0.014473684210526312,4.436687330978625e-11
0.014912280701754384,4.393970560760786e-11
0.015350877192982455,4.3516650709244297e-11
0.015789473684210527,4.3516650709244297e-11
0.0162280701754386,4.3516650709244297e-11
0.01666666666666667,4.309766901630027e-11
0.017105263157894728,4.268272131163834e-11
0.0175438596491228,4.268272131163834e-11
0.01798245614035087,4.268272131163834e-11
0.018421052631578942,4.2271768755705325e-11
0.018859649122807014,4.186477288289964e-11
0.019298245614035085,4.186477288289964e-11
0.019736842105263157,4.146169559796815e-11
0.02017543859649123,4.1062499172443105e-11
0.0206140350877193,4.1062499172443105e-11
0.02105263157894737,4.0667146241108066e-11
0.02149122807017543,4.0275599798503096e-11
0.0219298245614035,4.0275599798503096e-11
0.022368421052631572,3.988782319545841e-11
0.022807017543859644,3.950378013566657e-11
0.023245614035087715,3.91234346722825e-11
0.023684210526315787,3.874675120456144e-11
0.02412280701754386,3.874675120456144e-11
0.02456140350877193,3.8373694474524093e-11
0.025,3.8004229563658973e-11
0.025438596491228073,3.8004229563658973e-11
0.025877192982456144,3.76383218896515e-11
0.026315789473684202,3.7275937203149535e-11
0.026754385964912274,3.691704158455513e-11
0.027192982456140345,3.6561601440852086e-11
0.027631578947368417,3.6561601440852086e-11
0.02807017543859649,3.620958350245917e-11
0.02850877192982456,3.5860954820118436e-11
0.02894736842105263,3.5860954820118436e-11
0.029385964912280703,3.5173735009693947e-11
0.029824561403508774,3.5173735009693947e-11
0.030263157894736846,3.4835079557095075e-11
0.030701754385964904,3.44996847054973e-11
0.031140350877192975,3.383855153428247e-11
0.03157894736842105,3.351275133188786e-11
0.03201754385964912,3.3190087959146774e-11
0.03245614035087719,3.255405118685032e-11
0.03289473684210526,3.224061825356739e-11
0.03333333333333333,3.193020307691027e-11
0.033771929824561404,3.1622776601683794e-11
0.034210526315789476,3.101677493077699e-11
0.03464912280701755,3.0718143012686966e-11
0.035087719298245605,3.042238634589889e-11
0.03552631578947368,3.012947724726992e-11
0.03596491228070175,2.955209235202888e-11
0.03640350877192982,2.926756251156816e-11
0.03684210526315789,2.898577214651068e-11
0.03728070175438596,2.843030459302665e-11
0.037719298245614034,2.8156575412238267e-11
0.038157894736842106,2.7885481717262916e-11
0.03859649122807018,2.7351099530412106e-11
0.03903508771929825,2.7087761019787863e-11
0.03947368421052631,2.6826957952797272e-11
0.03991228070175438,2.6568665917992103e-11
0.04035087719298245,2.6312860738959445e-11
0.04078947368421052,2.6312860738959445e-11
0.04122807017543859,2.6312860738959445e-11
0.041666666666666664,2.6568665917992103e-11
0.042105263157894736,2.6568665917992103e-11
0.04254385964912281,2.6826957952797272e-11
